ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,Full Address,"Lat, Lng",lat,lng
05M154 ,M,1,M154,P.S. 154 HARRIET TUBMAN,Elementary,1,5,5,250 WEST 127 STREET,NY,10027,ELIZABETH JARRETT,212-864-2400,212-864-3933,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"250 WEST 127 STREET,NY","???, ???",40.8105552,-73.9488623
04M155 ,M,1,M155,P.S. 155 WILLIAM PACA,Elementary,1,4,4,319 EAST 117 STREET,NY,10035,LILLIAN RAIMUNDI ORTIZ,212-860-5885,212-828-3587,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"319 EAST 117 STREET,NY","???, ???",40.7974949,-73.9361933
05M161 ,M,1,M161,P.S. 161 PEDRO ALBIZU CAMPOS,K-8,1,5,5,499 WEST 133 STREET,NY,10027,BARBARA FREEMAN,212-690-5945,917-507-0524,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"499 WEST 133 STREET,NY","???, ???",40.817721,-73.952459
03M163 ,M,1,M163,P.S. 163 ALFRED E. SMITH,Elementary,1,3,3,163 WEST  97 STREET,NY,10025,VIRGINIA PEPE,212-678-2854,212-678-2856,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"163 WEST  97 STREET,NY","???, ???",40.7949452,-73.9685351
03M165 ,M,1,M165,P.S. 165 ROBERT E. SIMON,K-8,1,3,3,234 WEST 109 STREET,NY,10025,Brett Gallini,212-678-2873,212-222-6700,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"234 WEST 109 STREET,NY","???, ???",40.802678,-73.96595
03M166 ,M,1,M166,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,Elementary,1,3,3,132 WEST  89 STREET,NY,10024,Debbie J. Hand,212-678-2829,212-579-4542,"0K,01,02,03,04,05,SE",MANHATTAN,"132 WEST  89 STREET,NY","???, ???",40.788883,-73.9724552
02M167 ,M,1,M167,J.H.S. 167 ROBERT F. WAGNER,Junior High-Intermediate-Middle,1,2,2,220 EAST  76 STREET,NY,10021,JENNIFER REHN,212-535-8610,212-472-9385,"06,07,08,SE",MANHATTAN,"220 EAST  76 STREET,NY","???, ???",40.7718269,-73.9579403
75M169 ,M,1,M169,P.S. M169 - ROBERT F. KENNEDY,K-12 all grades,1,2,75,110 EAST  88 STREET,NY,10128,SUSAN FINN,212-348-6140,212-996-8245,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN,"110 EAST  88 STREET,NY","???, ???",40.7808828,-73.9556596
04M171 ,M,1,M171,P.S. 171 PATRICK HENRY,K-8,1,4,4,19 EAST 103 STREET,NY,10029,DIMITRES PANTELIDIS,212-860-5801,212-860-6079,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"19 EAST 103 STREET,NY","???, ???",40.7923039,-73.9514494
05M175 ,M,1,M175,P.S. 175 HENRY H GARNET,Elementary,1,5,5,175 WEST 134 STREET,NY,10030,CHERYL MCCLENDON,212-283-0426,212-286-6319,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"175 WEST 134 STREET,NY","???, ???",40.8142585,-73.9426617
03M180 ,M,1,M180,P.S. 180 HUGO NEWMAN,K-8,1,3,3,370 WEST 120 STREET,NY,10027,PETER MCFARLANE,212-678-2849,212-665-1572,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"370 WEST 120 STREET,NY","???, ???",40.8076092,-73.9558388
04M182 ,M,1,M182,THE BILINGUAL BICULTURAL SCHOOL,Elementary,1,4,4,219 EAST 109 STREET,NY,10029,ANDREA HERNANDEZ,212-860-6031,212-860-4536,"0K,01,02,03,04,05",MANHATTAN,"219 EAST 109 STREET,NY","???, ???",40.7931298,-73.9418125
02M183 ,M,1,M183,P.S. 183 ROBERT L. STEVENSON,Elementary,1,2,2,419 EAST  66 STREET,NY,10065,Tara Napoleoni,212-734-7719,212-861-8314,"0K,01,02,03,04,05,SE",MANHATTAN,"419 EAST  66 STREET,NY","???, ???",40.7637622,-73.9577589
03M185 ,M,1,M185,P.S. 185 JOHN M. LANGSTON,Early Childhood,1,3,3,20 WEST 112 STREET,NY,10026,JANE MURPHY,212-534-7490,212-831-8613,"PK,0K,01,02,SE",MANHATTAN,"20 WEST 112 STREET,NY","???, ???",40.7984949,-73.9498493
03M191 ,M,1,M191,P.S. 191 AMSTERDAM,Elementary,1,3,3,210 WEST  61 STREET,NY,10023,MARIA VERDESOTO,212-757-4343,212-757-1022,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"210 WEST  61 STREET,NY","???, ???",40.7717427,-73.9875717
06M192 ,M,1,M192,P.S. 192 JACOB H. SCHIFF,Elementary,1,6,6,500 WEST 138 STREET,NY,10031,Deborah Schaefer,212-281-8395,212-862-7129,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"500 WEST 138 STREET,NY","???, ???",40.8209878,-73.9529951
05M194 ,M,1,M194,P.S. 194 COUNTEE CULLEN,Elementary,1,5,5,244 WEST 144 STREET,NY,10030,Charyn Koppelson Cleary,212-690-5954,212-862-5743,"0K,01,02,03,04,05,SE",MANHATTAN,"244 WEST 144 STREET,NY","???, ???",40.8211816,-73.9406654
05M195 ,M,1,M195,I.S. 195 ROBERTO CLEMENTE,Junior High-Intermediate-Middle,1,5,5,625 WEST 133 STREET,NY,10027,ROSARIE JEAN,212-690-5848,212-690-5999,"06,07,08,SE",MANHATTAN,"625 WEST 133 STREET,NY","???, ???",40.8197643,-73.9572398
03M199 ,M,1,M199,P.S. 199 JESSIE ISADOR STRAUS,Elementary,1,3,3,270 WEST  70 STREET,NY,10023,KATY ROSEN,212-799-1033,212-799-1179,"0K,01,02,03,04,05,SE",MANHATTAN,"270 WEST  70 STREET,NY","???, ???",40.7777661,-73.9847365
04M206 ,M,1,M206,P.S. 206 JOSE CELSO BARBOSA,Elementary,1,4,4,508 EAST 120 STREET,NY,10035,MYRNA RODRIGUEZ,212-860-5809,212-860-6080,"03,04,05,SE",MANHATTAN,"508 EAST 120 STREET,NY","???, ???",40.7969061,-73.9299784
03M208 ,M,1,M208,P.S. 208 ALAIN L. LOCKE,Elementary,1,3,3,21 WEST 111 STREET,NY,10026,Susan M. Green,212-534-9580,212-534-8227,"03,04,05,SE",MANHATTAN,"21 WEST 111 STREET,NY","???, ???",40.7983413,-73.9504528
02M212 ,M,1,M212,P.S. 212 MIDTOWN WEST,Elementary,1,2,2,328 WEST  48 STREET,NY,10036,DEAN KETCHUM,212-247-0208,212-757-4933,"0K,01,02,03,04,05,SE",MANHATTAN,"328 WEST  48 STREET,NY","???, ???",40.7613287,-73.9886685
04M224 ,M,1,M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMIC,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,Liliana Sarro,212-860-6047,212-410-0678,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET,NY","???, ???",40.7850266,-73.9420076
02M225 ,M,1,M225,ELLA BAKER SCHOOL,K-8,1,2,2,317 EAST  67 STREET,NY,10065,LAURA GARCIA,212-717-8809,212-717-8807,"PK,0K,01,02,03,04,05,06,07,08",MANHATTAN,"317 EAST  67 STREET,NY","???, ???",40.7653683,-73.9596962
03M241 ,M,1,M241,P.S. 241 FAMILY ACADEMY,K-8,1,3,3,240 WEST 113 STREET,NY,10026,DIANA DIAZ,212-678-2898,212-678-2975,"0K,01,02,03,04,05,08,SE",MANHATTAN,"240 WEST 113 STREET,NY","???, ???",40.8016506,-73.9552947
03M242 ,M,1,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOO,Elementary,1,3,3,134 WEST 122 STREET,NY,10027,DENISE GOMEZ,212-678-2908,212-678-2927,"0K,01,02,03,04,05,SE",MANHATTAN,"134 WEST 122 STREET,NY","???, ???",40.8061739,-73.9483347
03M245 ,M,1,M245,M.S. M245 THE COMPUTER SCHOOL,Junior High-Intermediate-Middle,1,3,3,100 WEST  77 STREET,NY,10024,HENRY ZYMECK,917-441-0873,212-678-5908,"06,07,08,SE",MANHATTAN,"100 WEST  77 STREET,NY","???, ???",40.7810814,-73.9780846
03M247 ,M,1,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,3,3,32 WEST  92 STREET,NY,10025,CLAUDIA AGUIRRE,212-799-2653,212-579-2407,"06,07,08,SE",MANHATTAN,"32 WEST  92 STREET,NY","???, ???",40.7893822,-73.9680996
02M255 ,M,1,M255,M.S. 255 SALK SCHOOL OF SCIENCE,Junior High-Intermediate-Middle,1,2,2,319 EAST 19 STREET,NY,10003,Rhonda Perry,212-614-8785,212-614-0095,"06,07,08,SE",MANHATTAN,"319 EAST 19 STREET,NY","???, ???",40.735118,-73.9816969
03M256 ,M,1,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,Jeffrey S. Perl,212-222-2857,212-531-0586,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET,NY","???, ???",40.7916848,-73.9707702
03M258 ,M,1,M258,M.S. 258 COMMUNITY ACTION SCHOOL,Junior High-Intermediate-Middle,1,3,3,154 WEST  93 STREET,NY,10025,JOHN CURRY,212-678-5888,212-961-1613,"06,07,08,SE",MANHATTAN,"154 WEST  93 STREET,NY","???, ???",40.7916848,-73.9707702
84M279,M,1,M279,THE OPPORTUNITY CHARTER SCHOOL,Secondary School,2,3,84,240 WEST 113 STREET,NY,10026,Marya Baker,212-866-6137,212-665-7436,"06,07,08,09,10,11,12,SE",MANHATTAN,"240 WEST 113 STREET,NY","???, ???",40.8016506,-73.9552947
05M285 ,M,1,M285,HARLEM RENAISSANCE HIGH SCHOOL,High school,1,5,5,22 EAST 128 STREET,NY,10035,Nadav Zeimer,212-996-3795,212-996-4354,"09,10,11,12,SE",MANHATTAN,"22 EAST 128 STREET,NY","???, ???",40.8077665,-73.9399252
05M286 ,M,1,M286,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Junior High-Intermediate-Middle,1,5,5,509 WEST 129 STREET,NY,10027,QADIR BEN DIXON,212-690-5972,212-694-4124,"06,07,08,SE",MANHATTAN,"509 WEST 129 STREET,NY","???, ???",40.8154784,-73.9555563
02M290 ,M,1,M290,P.S. 290 MANHATTAN NEW SCHOOL,Elementary,1,2,2,311 EAST  82 STREET,NY,10028,SHARON HILL,212-734-7127,212-772-8879,"0K,01,02,03,04,05,SE",MANHATTAN,"311 EAST  82 STREET,NY","???, ???",40.7751373,-73.952812
02M312 ,M,1,M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,Junior High-Intermediate-Middle,1,2,2,333 WEST  17 STREET,NY,10011,MEGAN ADAMS,212-691-6119,212-691-6219,"06,07,08,SE",MANHATTAN,"333 WEST  17 STREET,NY","???, ???",40.7425709,-74.0023709
02M313 ,M,1,M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITION",High school,1,2,2,351 WEST  18 STREET,NY,10011,Elijah Hawkes,212-627-2812,212-627-9803,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
01M315 ,M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,ROBIN WILLIAMS,212-982-0682,212-260-4012,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"610 EAST  12 STREET,NY","???, ???",40.7277257,-73.9783818
06M325 ,M,1,M325,P.S. 325,Elementary,1,6,6,500 WEST 138 STREET,NY,10031,Gary H. Cruz,212-234-1335,212-234-2022,"0K,01,02,03,04,05,SE",MANHATTAN,"500 WEST 138 STREET,NY","???, ???",40.8209878,-73.9529951
06M326 ,M,1,M326,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,SHARON WEISSBROT,917-521-1875,917-521-1750,"06,07,08,SE",MANHATTAN,"401 WEST 164 STREET,NY","???, ???",40.8369119,-73.9374121
06M328 ,M,1,M328,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC,Junior High-Intermediate-Middle,1,6,6,401 WEST 164 STREET,NY,10032,JORGE ESTRELLA,917-521-2508,917-521-7797,"06,07,08,SE",MANHATTAN,"401 WEST 164 STREET,NY","???, ???",40.8369119,-73.9374121
84M329,M,1,M329,HARLEM LINK CHARTER SCHOOL,Elementary,2,3,84,20 WEST 112 STREET,NY,10026,Steven Evangelista/Margare*,212-289-3249,212-289-3686,"0K,01,02,03,04,05,SE",MANHATTAN,"20 WEST 112 STREET,NY","???, ???",40.7984949,-73.9498493
03M333 ,M,1,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,K-8,1,3,3,154 WEST  93 STREET,NY,10025,SUSAN RAPPAPORT,212-222-1450,212-222-1828,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"154 WEST  93 STREET,NY","???, ???",40.7916848,-73.9707702
03M334 ,M,1,M334,THE ANDERSON SCHOOL,K-8,1,3,3,100 WEST  77 STREET,NY,10024,JODI HYDE,212-595-7193,212-496-2854,"0K,01,02,03,04,05,06,07,08",MANHATTAN,"100 WEST  77 STREET,NY","???, ???",40.7810814,-73.9780846
84M336,M,1,M336,KIPP INFINITY CHARTER SCHOOL,K-12 all grades,2,5,84,625 WEST 133 STREET,NY,10027,Joseph Negron,212-991-2600,212-234-8396,"0K,05,06,07,08,09,10,SE",MANHATTAN,"625 WEST 133 STREET,NY","???, ???",40.8197643,-73.9572398
84M337,M,1,M337,NEW YORK CITY CENTER FOR AUTISM CHARTER SCHOOL,Ungraded,2,4,84,433 EAST 100 STREET,NY,10029,Julie Fisher,212-860-2580,212-860-2960,"0K,02,03,04,05,06,07,09,SE",MANHATTAN,"433 EAST 100 STREET,NY","???, ???",40.7858681,-73.9405871
02M347 ,M,1,M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,K-8,1,2,2,223 EAST 23 STREET,NY,10010,David Bowell,917-326-6609,NULL,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN,"223 EAST 23 STREET,NY","???, ???",40.738621,-73.9815344
84M351,M,1,M351,HARLEM SUCCESS ACADEMY 1 CHARTER SCHOOL,Secondary School,2,3,84,34 WEST 118 STREET,NY,10026,Jackie Albers,646-277-7170,212-457-5659,"0K,01,02,03,04,05,SE",MANHATTAN,"34 WEST 118 STREET,NY","???, ???",40.803013,-73.9482546
01M361 ,M,1,M361,THE CHILDREN'S WORKSHOP SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,MARIA VELEZ CLARKE,212-614-9531,212-614-9462,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"610 EAST  12 STREET,NY","???, ???",40.7277257,-73.9783818
05M362 ,M,1,M362,COLUMBIA SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,5,5,425 WEST 123 STREET,NY,10027,Gary Biester,212-666-1278,212-666-3805,"06,07,08,09,SE",MANHATTAN,"425 WEST 123 STREET,NY","???, ???",40.8106401,-73.9558474
01M363 ,M,1,M363,NEIGHBORHOOD SCHOOL,Elementary,1,1,1,121 EAST  3 STREET,NY,10009,MILO NOVELO,212-387-0195,212-387-0198,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"121 EAST  3 STREET,NY","???, ???",40.7244039,-73.9863598
01M364 ,M,1,M364,EARTH SCHOOL,Elementary,1,1,1,600 EAST  6 STREET,NY,10009,ALISON GAIL HAZUT,212-477-1735,212-477-2396,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"600 EAST  6 STREET,NY","???, ???",40.7237469,-73.9816019
05M367 ,M,1,M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Secondary School,1,5,5,509 WEST 129 STREET,NY,10027,Rhokeisha Ford,212-234-3102,212-234-8597,"06,07,08,09,10,11,12,SE",MANHATTAN,"509 WEST 129 STREET,NY","???, ???",40.8154784,-73.9555563
05M369 ,M,1,M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,High school,1,5,5,509 WEST 129 STREET,NY,10027,FIA DAVIS,212-234-4631,212-234-4975,"09,10,11,12,SE",MANHATTAN,"509 WEST 129 STREET,NY","???, ???",40.8154784,-73.9555563
04M372 ,M,1,M372,ESPERANZA PREPATORY ACADEMY,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,Alex Estrella,212-722-6507,212-722-6717,"06,07,08,SE",MANHATTAN,"240 EAST 109 STREET,NY","???, ???",40.7925899,-73.9421187
04M375 ,M,1,M375,MOSAIC PREPARATORY ACADEMY,Elementary,1,4,4,141 EAST 111 STREET,NY,10029,LISETTE CAESAR,212-722-3109,212-722-3167,"PK,0K,01,02,03,04,05,SE",MANHATTAN,"141 EAST 111 STREET,NY","???, ???",40.7960456,-73.9445487
04M377 ,M,1,M377,RENAISSANCE SCHOOL OF THE ARTS,Junior High-Intermediate-Middle,1,4,4,410 EAST 100 STREET,NY,10029,TAMMY PATE,212-369-1564,212-369-1693,"06,07,08,SE",MANHATTAN,"410 EAST 100 STREET,NY","???, ???",40.7850266,-73.9420076
04M381 ,M,1,M381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,Junior High-Intermediate-Middle,1,4,4,240 EAST 109 STREET,NY,10029,LUIS GENAO,212-289-4204,212-289-4301,"06,07,08,SE",MANHATTAN,"240 EAST 109 STREET,NY","???, ???",40.7925899,-73.9421187
84M382,M,1,M382,DREAM CHARTER SCHOOL,Early Childhood,2,4,84,232 EAST 103 STREET,NY,10029,Eve Colavito,212-722-0232,212-348-5979,"0K,01,02,03,SE",MANHATTAN,"232 EAST 103 STREET,NY","???, ???",40.7886837,-73.9447655
84M385,M,1,M385,HARLEM SUCCESS ACADEMY 3 CHARTER SCHOOL,Early Childhood,2,4,84,141 EAST 111 STREET,NY,10029,Emily Rodriguez,646-747-6700,646-478-9492,"0K,01,02,03,SE",MANHATTAN,"141 EAST 111 STREET,NY","???, ???",40.7960456,-73.9445487
84M388,M,1,M388,ST. HOPE LEADERSHIP ACADEMY CHARTER SCHOOL,Junior High-Intermediate-Middle,2,5,84,222 WEST 134 STREET,NY,10030,Ventura Rodriguez,212-283-1204,212-283-1207,"05,06,07,08,SE",MANHATTAN,"222 WEST 134 STREET,NY","???, ???",40.814949,-73.9458079
02M400 ,M,1,M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,High school,1,2,2,448 WEST 56 STREET,NY,10019,Shirley H. Matthews,212-262-8113,212-262-0702,"09,10,11,12,SE",NEW YORK,"448 WEST 56 STREET,NY","???, ???",40.7680319,-73.988604
02M408 ,M,1,M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Secondary School,1,2,2,328 WEST  48 STREET,NY,10036,KEITH RYAN,212-247-8652,212-247-7514,"06,07,08,09,10,11,12",MANHATTAN,"328 WEST  48 STREET,NY","???, ???",40.7613287,-73.9886685
02M412 ,M,1,M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,High school,1,2,2,333 WEST  17 STREET,NY,10011,BROOKE JACKSON,212-691-6119,212-691-2147,"09,10,11,12,SE",MANHATTAN,"333 WEST  17 STREET,NY","???, ???",40.7425709,-74.0023709
02M413 ,M,1,M413,SCHOOL OF THE FUTURE HIGH SCHOOL,Secondary School,1,2,2,127 EAST  22 STREET,NY,10010,STACY PAIGE GOLDSTEIN,212-475-8086,212-475-9273,"06,07,08,09,10,11,12,SE",MANHATTAN,"127 EAST  22 STREET,NY","???, ???",40.7390954,-73.985349
02M414 ,M,1,M414,N.Y.C. MUSEUM SCHOOL,High school,1,2,2,333 WEST  17 STREET,NY,10011,DARLENE MILLER,212-675-6206,212-675-6524,"09,10,11,12,SE",MANHATTAN,"333 WEST  17 STREET,NY","???, ???",40.7425709,-74.0023709
03M415 ,M,1,M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,Secondary School,1,3,3,215 WEST 114 STREET,NY,10026,HERMA HALL,212-749-5800,212-749-6463,"06,07,08,09,10,11,12,SE",MANHATTAN,"215 WEST 114 STREET,NY","???, ???",40.8022843,-73.9540802
02M416 ,M,1,M416,ELEANOR ROOSEVELT HIGH SCHOOL,High school,1,2,2,411 EAST 76 STREET,NY,10021,DIMITRI SALIANI,212-772-1220,212-772-1440,"09,10,11,12",MANHATTAN,"411 EAST 76 STREET,NY","???, ???",40.770282,-73.953267
02M419 ,M,1,M419,LANDMARK HIGH SCHOOL,High school,1,2,2,351 WEST  18 STREET,NY,10011,TREVOR NAIDOO,212-647-7410,212-647-7416,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
02M429 ,M,1,M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,High school,1,2,2,34 WEST  14 STREET,NY,10011,JOAN MOSELY,212-645-1980,212-645-2596,"09,10,11,12,SE",MANHATTAN,"34 WEST  14 STREET,NY","???, ???",40.7365859,-73.9954734
02M439 ,M,1,M439,MANHATTAN VILLAGE ACADEMY,High school,1,2,2,43 WEST  22 STREET,NY,10010,HECTOR GEAGER,212-242-8752,212-242-7630,"09,10,11,12,SE",MANHATTAN,"43 WEST  22 STREET,NY","???, ???",40.7419614,-73.9922556
02M440 ,M,1,M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,High school,1,2,2,351 WEST  18 STREET,NY,10011,Lisa Ostrom,212-675-5350,212-255-5701,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
02M449 ,M,1,M449,VANGUARD HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,LOUIS DELGADO,212-517-5175,212-517-5334,"09,10,11,12,SE",MANHATTAN,"317 EAST  67 STREET,NY","???, ???",40.7653683,-73.9596962
01M450 ,M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,Secondary School,1,1,1,420 EAST 12 STREET,NY,10009,MARK FEDERMAN,212-460-8467,212-260-9657,"06,07,08,09,10,11,12,SE",MANHATTAN,"420 EAST 12 STREET,NY","???, ???",40.7291532,-73.982474
02M459 ,M,1,M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,ALAN KRULL,212-517-6728,212-517-7147,"09,10,11,12",MANHATTAN,"317 EAST  67 STREET,NY","???, ???",40.7653683,-73.9596962
03M470 ,M,1,M470,LOUIS D. BRANDEIS HIGH SCHOOL,High school,1,3,3,145 WEST  84 STREET,NY,10024,Arleen Liquori,917-441-5600,212-877-1959,"09,10,11,12,SE",MANHATTAN,"145 WEST  84 STREET,NY","???, ???",40.7859536,-73.9740725
03M479 ,M,1,M479,BEACON HIGH SCHOOL,High school,1,3,3,227-243 WEST 61ST STREET,NY,10023,RUTH LACEY,212-245-2807,212-245-2179,"09,10,11,12,SE",MANHATTAN,"227-243 WEST 61ST STREET,NY","???, ???",40.7724873,-73.9881532
04M495 ,M,1,M495,PARK EAST HIGH SCHOOL,High school,1,4,4,230-34 EAST 105 STREET,NY,10029,KEVIN MCCARTHY,212-831-1517,212-348-6097,"09,10,11,12,SE",MANHATTAN,"230-34 EAST 105 STREET,NY","???, ???",40.7931962,-73.9506578
03M505 ,M,1,M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,High school,1,3,3,140 WEST 102 STREET,NY,10025,JEAN MCTAVISH,212-678-7300,212-678-7380,"09,10,11,12,SE",MANHATTAN,"140 WEST 102 STREET,NY","???, ???",40.7971309,-73.9667832
02M519 ,M,1,M519,TALENT UNLIMITED HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,LINDA HAMIL,212-737-1530,212-737-2863,"09,10,11,12",MANHATTAN,"317 EAST  67 STREET,NY","???, ???",40.7653683,-73.9596962
02M529 ,M,1,M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,High school,1,2,2,120 WEST  46 STREET,NY,10036,EDWARD DEMEO,212-391-0041,212-391-1293,"09,10,11,12,SE",MANHATTAN,"120 WEST  46 STREET,NY","???, ???",40.7576399,-73.9833982
02M531 ,M,1,M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,High school,1,2,2,123 WEST  43 STREET,NY,10036,Michael Mehmet Jr.,212-382-1875,212-382-2306,"09,10,11,12",MANHATTAN,"123 WEST  43 STREET,NY","???, ???",40.7561154,-73.9844504
06M540 ,M,1,M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,High school,1,6,6,443 WEST 135 STREET,NY,10031,HENRY RUBIO,212-926-0113,212-281-2726,"09,10,11,12,SE",MANHATTAN,"443 WEST 135 STREET,NY","???, ???",40.8183996,-73.9499603
02M550 ,M,1,M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,High school,1,2,2,250 WEST  18 STREET,NY,10011,MELODEE KHRISTAN,212-691-0934,212-727-1369,"09,10,11,12",MANHATTAN,"250 WEST  18 STREET,NY","???, ???",40.7418215,-74.0002348
06M552 ,M,1,M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHE,High school,1,6,6,501 WEST 165TH,NY,10032,JUAN VILLAR,212-928-1202,212-928-1309,"09,10,11,12",MANHATTAN,"501 WEST 165TH,NY","???, ???",40.8384136,-73.9385717
02M565 ,M,1,M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,High school,1,2,2,317 EAST  67 STREET,NY,10065,Herb Mack,212-570-5284,212-570-5366,"09,10,11,12",MANHATTAN,"317 EAST  67 STREET,NY","???, ???",40.7653683,-73.9596962
02M570 ,M,1,M570,SATELLITE ACADEMY HIGH SCHOOL,High school,1,2,2,120 WEST  30 STREET,NY,10001,STEVEN ZBAIDA,646-674-2800,NULL,"09,10,11,12,SE",MANHATTAN,"120 WEST  30 STREET,NY","???, ???",40.7474312,-73.9905507
02M600 ,M,1,M600,"HIGH SCHOOL OF FASHION INDUSTRIES, THE",High school,1,2,2,225 WEST  24 STREET,NY,10011,Daryl Blank,212-255-1235,212-255-4756,"09,10,11,12,SE",MANHATTAN,"225 WEST  24 STREET,NY","???, ???",40.7457046,-73.9963938
02M605 ,M,1,M605,HUMANITIES PREPARATORY ACADEMY,High school,1,2,2,351 WEST  18 STREET,NY,10011,JULIE CONASON,212-929-4433,212-929-4445,"09,10,11,12,SE",MANHATTAN,"351 WEST  18 STREET,NY","???, ???",40.7433678,-74.0025475
04M610 ,M,1,M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,Secondary School,1,4,4,105 EAST 106 STREET,NY,10029,ALTHEA BRADSHAW-TYSON,212-289-7593,212-289-7728,"06,07,08,09,10,11,12",MANHATTAN,"105 EAST 106 STREET,NY","???, ???",40.792935,-73.947168
04M635 ,M,1,M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC,Secondary School,1,4,4,410 EAST 100 STREET,NY,10029,IRMA GARCEAU,212-860-5854,212-860-6008,"09,10,11,12,SE",MANHATTAN,"410 EAST 100 STREET,NY","???, ???",40.7850266,-73.9420076
79M645 ,M,1,M645,SCHOOL FOR COOPERATIVE TECHNICAL EDUCATION,High school,1,2,79,321 EAST  96 STREET,NY,10128,JOHN WIDLUND,212-369-8800,212-876-9290,"11,12",MANHATTAN,"321 EAST  96 STREET,NY","???, ???",40.7838943,-73.9451009
